task_id,vehicle_id,size_MB,deadline_s,dwell_s,priority_literal,priority_normalized,rank_literal,rank_normalized,rank_diff
62,v_2,4.890859931267759,28.530094554673603,12.167834129455832,119999.94704081742,0.7563294499861681,137,127,10
63,v_3,4.55341001455057,23.169220051562775,17.147236611292154,137570.17111899212,0.833284403749625,54,44,10
64,v_4,4.808464322482343,26.960297966749728,3.8181183193522874,124847.7021406986,0.7302641736287161,110,163,53
65,v_5,3.845021680097509,29.900538501042632,16.031559918548368,90015.89064017049,0.6419210312224422,296,280,16
66,v_6,4.632119215783866,27.407686177542043,21.37203843562617,118305.91157858256,0.759508803165365,142,125,17
67,v_7,3.0784734536592655,22.935918442644933,24.49328844569624,93954.72993411354,0.6638161790415062,273,260,13
68,v_8,4.601216955740311,29.132405525564714,15.543972545928789,110559.3584216687,0.723543943222881,189,173,16
69,v_9,4.3948855369003255,26.499639307777652,24.07798741364693,116093.1840083144,0.7521672591956803,156,137,19
70,v_0,4.6700160254527,23.37995156851536,3.725476255385201,139821.3580992741,0.7886600192424046,47,90,43
71,v_1,3.7348404229885217,20.35942273796742,16.736694406519725,128411.99297833709,0.7962471380903273,94,81,13
72,v_2,2.8596237563848534,25.908332605690106,2.083097473727218,77262.45718576899,0.4946740151291531,371,475,104
73,v_3,4.467801681978974,23.60190641411263,16.145054541589325,132509.11929864658,0.8120175647223549,73,67,6
74,v_4,4.3099806592958325,22.158210274968432,3.475076484819272,136156.81994438477,0.7696080705364147,61,116,55
75,v_5,2.155045163505823,25.313546315681478,19.48546714344799,59594.13231979406,0.5233676930986928,463,442,21
76,v_6,4.178274001167985,29.758520794625348,10.365737715296133,98284.4519572,0.6655474054918888,249,254,5
77,v_7,4.385558584306112,22.708322512620743,3.2752350589257127,135188.14643151243,0.7618176081295042,63,122,59
78,v_8,2.0760522302463724,29.62648414677925,21.18325197671724,49052.22746287127,0.482374711721858,499,484,15
79,v_9,3.2268588332428094,21.73294320070846,8.257044046773265,103934.70127902647,0.6815190336983756,223,229,6
80,v_0,3.6476799941183615,27.145959227000624,9.118083011432342,94061.26607669269,0.645082346905739,272,276,4
81,v_1,4.8645958419895825,27.378969166957685,18.739901640796216,124373.74305466948,0.781904842118078,118,97,21
82,v_2,3.2588001872833696,22.477309895011576,22.977537203466703,101487.52665562645,0.6931727596518015,232,219,13
83,v_3,2.0431804658892676,21.160726405069163,2.181135267250134,67588.90561596146,0.46002864144961175,426,491,65
84,v_4,4.566381752033021,27.036578593800236,3.837190658879043,118227.73601013565,0.7040850536469956,143,201,58
85,v_5,3.4748476253504967,24.734717707805657,13.581697827901218,98339.51857344019,0.6720619881043906,246,240,6
86,v_6,3.19551420319212,26.158500980522163,2.313816283389291,85511.97324546955,0.536773620766718,314,426,112
87,v_7,3.123837843879414,26.258599157142363,25.838205394461347,83275.3512916896,0.621711347607875,329,306,23
88,v_8,3.976080894856835,21.629344270814297,19.630159067983154,128679.94323268808,0.7998187626750468,92,79,13
89,v_9,2.0795339316248653,25.85775581273463,17.68875115840049,56295.723945514685,0.508692321741575,478,461,17
90,v_0,3.164509778619566,26.432882184423534,16.822886890162113,83803.359081534,0.617899126492584,326,314,12
91,v_1,4.824394426329575,23.861026378007743,27.255168616725847,141531.33839919866,0.8553165897697689,38,30,8
92,v_2,2.5873734043678893,20.693613008751655,1.5284329438949422,87522.88009845813,0.5060381128278943,306,463,157
93,v_3,2.283328882267785,26.83006773416357,10.250293278519077,59572.623307715636,0.5104042739854231,464,459,5
94,v_4,4.534625932908364,20.23271935735826,9.173788468428597,156886.65176073092,0.8965629830468033,12,14,2
95,v_5,2.3544944828649688,26.967371653641507,26.446688392284535,61116.594868423206,0.5333334322099891,456,431,25
96,v_6,4.205213131411656,28.034809303848483,6.145746769611962,105000.04860261081,0.6749493966528468,218,237,19
97,v_7,4.251844254922575,28.068347392672642,12.965912630431369,106037.54942499037,0.7018812387219779,213,208,5
98,v_8,3.1160542573783494,27.764129607419967,27.991962442503375,78563.4575238004,0.603724486991137,357,335,22
99,v_9,4.575238255529035,24.289940273750183,22.88174334845579,131851.85793599443,0.8145777579717993,77,62,15
100,v_0,2.309371606507798,29.025529066795666,24.967266517124507,55694.71228665974,0.5109994126174919,480,457,23
101,v_1,2.960148803091835,28.955232284962005,1.3142918929286524,71562.47964693296,0.42642784047629745,399,498,99
102,v_2,4.716145929257792,20.912866767861335,28.551797044473343,157860.14634212217,0.9211140803975979,11,9,2
103,v_3,4.851821440812667,25.73437888123286,14.004920137371274,131974.51597803016,0.8072227898131326,75,73,2
104,v_4,2.8796323150941934,23.28664545369916,22.81886135369272,86562.4596307294,0.6333855822304302,310,292,18
105,v_5,4.374737131177546,27.89618142794554,15.338188836374863,109775.73544868636,0.7201667527367774,195,177,18
106,v_6,2.1726762800499326,25.495288823237356,26.743421299990693,59653.40398566741,0.5276018865255311,462,438,24
107,v_7,3.052745037656236,21.170670164276057,23.083808319806696,100938.11824172117,0.6910326788021541,235,221,14
108,v_8,3.8546541899487834,21.011226761227903,21.32810481231448,128420.10503593915,0.799937985405826,93,78,15
109,v_9,2.218289019092581,28.218600592903563,3.359114638615093,55027.838611815256,0.44286824137486813,483,495,12
110,v_0,2.254513142255576,29.866395785011754,11.748622264939836,52840.90654181754,0.4868841469534625,488,482,6
111,v_1,4.438398701772507,29.472485773838585,22.847967372509306,105416.54267618737,0.7088179446752502,215,190,25
112,v_2,3.128778756592747,20.83500716698669,17.193723242338347,105118.803626962,0.7035235600303906,217,204,13
113,v_3,3.2726660277409287,29.06354385094736,15.286128024434916,78822.95421703796,0.5962932261593052,356,347,9
114,v_4,2.034060934302257,24.686606419941263,4.445719571774086,57676.96636665986,0.470277232938732,469,488,19
115,v_5,2.3525787403313143,26.492103021160638,17.91769418781763,62162.39734289395,0.532363882563913,447,434,13
116,v_6,4.886517645423625,23.74870579523704,26.18937471749435,144031.815417095,0.8648870183431746,33,26,7
117,v_7,2.670787515558358,29.632225394406113,29.126485974521533,63092.11764035295,0.5422422144819452,444,419,25
118,v_8,2.1294797358517283,28.91143113698071,29.79597908745971,51558.99046296272,0.4963334113268524,492,474,18
119,v_9,2.221389694206197,25.538542844013207,16.169837480934316,60887.576771335596,0.5255581646048916,457,441,16
120,v_0,3.888195914405787,26.957486889846173,19.19918432243784,100964.33795943426,0.6886305104224411,233,224,9
121,v_1,3.7529429357693007,29.01158010490989,9.14793249817468,90552.3879690734,0.631143057184766,291,295,4
122,v_2,4.851234452229677,28.902637838909165,18.983845336244567,117493.50911687869,0.7545789948697743,145,131,14
123,v_3,2.832143548943398,21.881211597237613,11.247214612755531,90603.1405694473,0.6368895907077468,290,289,1
124,v_4,3.750968335552616,20.777346369649848,29.600111589908483,126372.4353588826,0.79552277293787,101,82,19
125,v_5,4.094485142059235,25.360963663441204,24.60005557150151,113014.11660412217,0.7401047622586716,171,147,24
126,v_6,4.054193517661638,21.62616939344891,24.8535800447719,131227.20176290773,0.8130765705109101,78,65,13
127,v_7,4.849399739875772,27.2571950838836,13.129048052427947,124539.13122475993,0.7761538495567198,114,107,7
128,v_8,4.79818545006204,28.660638895004084,1.7646422604203083,117189.80536266776,0.6389791634885025,147,284,137
129,v_9,3.129390100634149,28.105533307818327,5.362089842002318,77941.23824573003,0.5607229072621187,361,393,32
130,v_0,3.7823921460564054,23.808908566310215,25.42144877093555,111205.49108843713,0.7332488468250289,182,155,27
131,v_1,4.514986114133414,24.6869315979497,8.928805085990481,128023.07523459541,0.7803052914455726,96,100,4
132,v_2,2.1691264899527813,28.64722376255053,29.99181252529779,53003.281151909345,0.5021741537091,487,470,17
133,v_3,4.989910511221717,25.554317056026274,28.398206166590413,136687.07135600582,0.8363669137716327,60,41,19
134,v_4,4.548942172032234,22.473481017431975,4.7456230393933545,141689.88680531897,0.8097587073860211,37,70,33
135,v_5,4.862153081776167,26.0617463445088,20.479319847769844,130594.26479603288,0.8080788930264162,83,71,12
136,v_6,3.8543847213736875,23.581627180328404,20.47562267219119,114414.3286470906,0.7433566294284719,163,144,19
137,v_7,3.56092310271138,27.723183917356394,25.713263509237663,89912.26184707423,0.6482047199369773,297,269,28
138,v_8,3.6557205163234565,25.609379715353864,12.701003120159514,99924.77330515187,0.6769837266266463,241,235,6
139,v_9,2.402045685351922,20.28782676313339,18.988976989250475,82879.14587890722,0.6161255934294312,331,317,14
140,v_0,4.11223930429767,22.129641615089106,1.421795304368576,130077.6058136397,0.6687892473796485,85,246,161
141,v_1,3.051762676419791,25.89917686854633,13.686772738688143,82482.97259208905,0.6087933873105449,336,327,9
142,v_2,4.712476083481245,23.482554670233004,23.72593736949315,140476.19855571337,0.8495220170511824,43,31,12
143,v_3,3.189628346963811,26.220867002278734,28.536098086071622,85151.54888108192,0.630274109099088,318,296,22
144,v_4,2.4412204427871136,29.265876251614944,8.489087260669791,58390.94306876483,0.5002253033341227,467,471,4
145,v_5,3.3774072687147836,29.80032575285477,10.533796698337738,79334.47567449123,0.5901670982067433,351,356,5
146,v_6,3.9002025629501773,22.401456187781932,4.737511935408827,121873.65021151854,0.7304061088053967,128,162,34
147,v_7,2.3841375168733174,21.519026935122945,19.585367599293225,77554.73336250318,0.5952847100389402,366,348,18
148,v_8,2.5456402531974343,23.45667283323863,14.744887567623298,75967.9245851331,0.5841991409071214,375,365,10
149,v_9,4.002673215563081,21.7231987120163,2.185189871727887,128980.79200334796,0.7057576105937359,91,195,104
150,v_0,2.5068051892164935,22.785903390319586,3.5723734789546127,77011.157694291,0.5347956390931954,372,430,58
151,v_1,2.361907613301802,24.607787680327256,11.563825970394188,67187.75867018422,0.5438970454916792,427,415,12
152,v_2,3.5102518125645705,26.903948286293655,24.182901568362237,91331.72525023734,0.6531732835225128,284,266,18
153,v_3,3.883701168472723,20.81759031948872,27.705299615422582,130591.331661688,0.8117290043132941,84,68,16
154,v_4,2.1832338795645914,22.768776481472038,22.69953102112609,67121.3164742768,0.5555548676187336,428,398,30
155,v_5,2.5535630580691318,22.093493233367102,15.051166570539618,80906.18915524785,0.6043393417569919,341,333,8
156,v_6,3.8547643145908883,23.689136395697723,22.67665720587894,113906.29760820011,0.7426820359859438,168,145,23
157,v_7,2.110049608671794,22.524369443440207,26.96099829292878,65575.25355141789,0.5513765027193396,434,405,29
158,v_8,3.535032326346998,25.321134852653156,13.974958637880185,97725.86081181497,0.6701854120211728,252,243,9
159,v_9,3.5978517993650696,22.424705036347298,11.941240730034057,112309.27864840374,0.7251361770074102,177,168,9
160,v_0,2.060213593333179,23.220791655831782,10.497423213159525,62106.23091408159,0.5211643893665632,449,446,3
161,v_1,2.3592863954577536,28.90527280739895,20.6939672551902,57135.20679534782,0.5143874012926203,473,454,19
162,v_2,4.367513715822015,24.984421989290574,16.576089712737886,122366.91562865554,0.7719032782830049,125,113,12
163,v_3,3.7605233540626375,27.454394741843302,4.699828781071349,95881.66231068061,0.6260273902199235,263,301,38
164,v_4,2.8513277173961735,23.63082296398635,17.552570835398445,84463.24962398285,0.621238102246856,322,308,14
165,v_5,3.0682901776935387,29.865152487929798,7.87957696034384,71916.96131250248,0.5519105740846522,397,404,7
166,v_6,2.3053474178612112,21.52859139184332,5.659759824527114,74958.39257181708,0.5512454456481765,382,406,24
167,v_7,2.5597010721539175,22.850951686938473,27.00619731416633,78412.37341630916,0.6027429276297359,358,338,20
168,v_8,2.240701236984927,25.245113895702545,29.488979890349587,62130.762942230525,0.5385191596171179,448,422,26
169,v_9,2.3361167065041566,23.978555990457416,26.099706650925427,68197.96064304808,0.5615137214047037,421,391,30
170,v_0,4.45121621284784,22.5790282704494,20.390653377808498,137997.86958048222,0.8376326553398799,50,40,10
171,v_1,4.788127967382757,25.5676289301393,9.119393716148242,131091.40702854353,0.7932071483942666,80,85,5
172,v_2,4.308478799575811,21.870437485575234,13.337656719876087,137900.3620246284,0.8299301471179367,52,47,5
173,v_3,3.5228311360533646,22.424097324150804,18.707981230807345,109970.45440312738,0.7242657935132579,194,171,23
174,v_4,2.8658916597207673,25.812382214226123,14.953062953789708,77719.73109410386,0.5914711733023186,363,354,9
175,v_5,3.597768297654757,20.518235368224268,4.898025631230253,122741.68718186043,0.7355643894477317,123,152,29
176,v_6,2.1901249114183035,29.89960232389945,24.486358929784412,51274.797314138494,0.4930931210664339,493,477,16
177,v_7,2.763921964291291,26.815027222239294,18.273523477627485,72151.81901843013,0.5726300687942782,396,383,13
178,v_8,3.414728565650475,24.118409141472686,27.95634518318695,99107.57227876132,0.6858877712901698,243,225,18
179,v_9,4.491858223363187,29.650269106665128,22.195156780905684,106046.56734314687,0.7109686292974141,212,189,23
180,v_0,4.815021370463113,21.812330661656603,22.492498829411712,154523.66236097412,0.9050478700684911,15,12,3
181,v_1,3.7234193395397357,28.41828776758272,24.062752043936815,91715.64935366079,0.6546495528696423,279,263,16
182,v_2,2.6048819601432336,21.636559428657044,24.622666886710082,84275.1182665783,0.6251595218692974,323,303,20
183,v_3,3.9955916620886005,25.23065424769119,26.43881568358014,110854.0993133297,0.7322801975708908,187,159,28
184,v_4,3.1773353222679064,28.16599439471577,11.93138845332232,78965.52363405938,0.5917420790147676,353,353,0
185,v_5,3.3880393570088194,23.01377874164142,15.578891312681895,103052.78639444702,0.6935582219768426,226,218,8
186,v_6,2.6966380854404517,28.995745732745682,16.76303297230567,65101.096974104796,0.5430300855303049,439,416,23
187,v_7,4.7194163328936405,26.24237995913992,28.255131584790778,125887.93535977844,0.7931187326661567,103,86,17
188,v_8,3.8831241592142534,23.34905614657086,24.026730488838584,116415.56787344451,0.7534312969582264,153,134,19
189,v_9,3.860218267785541,25.334610919763215,23.869319125511392,106658.83460979552,0.7143253895975354,209,184,25
190,v_0,2.4550246391982533,23.117220677955483,22.574442484607633,74339.55431050835,0.5843577512746576,384,364,20
191,v_1,2.100597304207338,25.698896848713165,26.426203466090733,57217.45742543276,0.5177284156248597,472,451,21
192,v_2,3.0262452461477225,28.21257304672013,25.547116460301027,75086.37399598828,0.5888281945181053,379,360,19
193,v_3,2.382465986995947,23.972872905603673,5.347605393114439,69567.47164644483,0.5271021149343431,414,439,25
194,v_4,2.687754185697924,27.222525683930662,19.59328135367362,69113.19369240798,0.5615244302200002,416,390,26
195,v_5,4.0818453334013,25.427244433475963,11.025183811613664,112371.54334962956,0.723472181291427,175,174,1
196,v_6,2.5447931504042773,29.084505613336283,12.624691086145557,61247.84412177392,0.5221440758996374,454,445,9
197,v_7,3.3860174109323986,29.472833396118155,18.00066512848712,80420.51878235013,0.6054693632051332,345,331,14
198,v_8,3.5176660366533974,26.11454235434648,26.291593359380393,94291.28545406603,0.6659677688356065,271,252,19
199,v_9,4.7963548474508375,25.65133183589209,27.752482054141574,130888.16743490253,0.8129341045471634,82,66,16
200,v_0,4.121715902940196,21.525390429142615,18.59473634510282,134037.39463234448,0.8204409917158295,67,55,12
201,v_1,3.2723920139071576,27.364442356247228,27.841486874296514,83710.17759539867,0.6242554813014698,327,304,23
202,v_2,3.3525181142123968,21.132380458407553,25.328044506932088,111050.84819263089,0.7325884374282519,186,157,29
203,v_3,2.373988043609801,29.208418826173723,16.046303656656093,56894.55062707803,0.5094518258668853,474,460,14
204,v_4,3.773826307234788,23.990027038701303,10.720720007731126,110115.96472364855,0.7137450194953967,193,185,8
205,v_5,4.408560345794034,20.046320230046028,12.546892114137355,153943.35518078232,0.892790029137527,16,15,1
206,v_6,3.6121868088137683,29.198556164127606,11.061642854990604,86598.07541086331,0.6204602301318747,309,309,0
207,v_7,4.212503744329246,24.522179408898072,14.120745967848109,120248.67062394497,0.7604830537637468,136,123,13
208,v_8,2.4225710611394,21.763869865062233,13.14883803563189,77918.3943079582,0.5897027724955346,362,357,5
209,v_9,4.7445377032043,23.62393899116633,19.33566434966638,140585.4935304949,0.8472198470350321,42,33,9
210,v_0,2.039283369765001,26.635373720167106,28.8710392066142,53594.37011901152,0.5041631818041417,486,464,22
211,v_1,2.445988183259339,24.14624123727024,29.909353303532473,70909.53482734748,0.5737724968385656,402,380,22
212,v_2,3.506585030993728,25.953850173200436,22.748853641576154,94576.21727095889,0.6654018914518668,270,255,15
213,v_3,2.629716779286757,28.980542894407137,6.52994389924633,63518.79645174285,0.5114768607153077,443,456,13
214,v_4,2.1096490035442845,24.720669451099994,2.9055505434222186,59737.8465851746,0.45159330562690647,461,493,32
215,v_5,4.326582850085031,24.532888347480277,13.782119661208617,123451.21360872379,0.7728073412524357,120,110,10
216,v_6,3.2022891826259783,25.596403313082178,6.275915784362862,87575.15453595466,0.6061116919540729,304,329,25
217,v_7,4.585356863040552,29.461154621336327,8.851595521163059,108948.8086792128,0.7037463322223275,198,203,5
218,v_8,3.9319986297170475,24.087341710980965,5.528425323619521,114267.69729635911,0.7074296023242839,164,193,29
219,v_9,4.147916686542192,26.589239419101514,7.437192696055534,109200.13950061494,0.6990560365262888,197,212,15
220,v_0,2.693224389764214,26.718927435987283,4.019148877552642,70559.09438760743,0.5161541321312018,406,452,46
221,v_1,4.399748256119568,21.785446620543336,7.907300650355069,141370.96164052965,0.8298441787084516,39,48,9
222,v_2,2.2983241782780355,22.43172190999454,25.815197575082287,71721.35090968471,0.5754853910754191,398,375,23
223,v_3,4.4906595937009754,23.971835296184548,6.944544567058808,131131.7178613972,0.784292696100594,79,95,16
224,v_4,2.87944319078304,28.9633581852112,3.479747394779574,69591.9561330461,0.5034355350930615,413,466,53
225,v_5,2.6236587654380816,20.265322038738198,17.908205268121073,90626.08932196871,0.6462102605686744,289,275,14
226,v_6,3.264273651777494,28.92671711076975,10.912703199238404,78992.69957374192,0.5897007797099193,352,358,6
227,v_7,2.778270300293878,23.79692408167267,8.773845583863412,81724.66212809917,0.5945816275882241,339,349,10
228,v_8,3.872446723547402,24.094116521912404,13.647669344924184,112505.45009856604,0.7288249262199383,174,165,9
229,v_9,2.8833972786257527,29.484533069621566,5.063282097227124,68455.73407471743,0.520055906705702,419,447,28
230,v_0,4.605403927693739,24.874311982495136,24.19580242247214,129603.17904758654,0.8062654452309876,87,74,13
231,v_1,3.275640513407701,20.224693083201174,16.70739222516514,113373.98618895754,0.7360654987979531,170,151,19
232,v_2,3.900434659478442,22.578876854332023,25.212976867179673,120923.23234290289,0.7720260150003133,133,112,21
233,v_3,4.953206542110657,25.25690182302686,8.8969124690617,137279.36131317067,0.8172227768126812,55,57,2
234,v_4,2.0551720296424003,29.14298806560499,17.718977789913353,49364.48797401429,0.4809947206161602,498,486,12
235,v_5,2.822165662061618,25.541780025157934,25.062512307508847,77344.77880216658,0.5976435527779698,369,345,24
236,v_6,2.6192638152818097,20.109958286584806,27.100540613595047,91173.26147563354,0.6538237478500791,285,264,21
237,v_7,4.621670232687546,25.974131021703084,20.28606356184141,124553.79460484703,0.7837841406087773,113,96,17
238,v_8,2.526113835870349,29.1441194592496,12.111017319235426,60673.91186390811,0.518918790364828,458,448,10
239,v_9,3.556753115848512,20.469659667750552,22.40297487636474,121630.40784851262,0.7734238757107259,129,109,20
240,v_0,2.2483960037753796,26.03152109466388,12.28957280721732,60460.71591775149,0.518397577459392,459,450,9
241,v_1,2.8660812103120996,23.55672716464949,9.616529753072076,85167.31557190114,0.6110391183735644,317,324,7
242,v_2,3.6992139208906916,24.760504021990997,28.16806244041798,104580.13743955563,0.7078558646255588,220,192,28
243,v_3,4.19771629163075,22.149403785907566,8.605657284694928,132663.04359220772,0.7977395476803858,72,80,8
244,v_4,3.785233792100765,20.514258134842503,18.308442618589787,129162.3350063318,0.8007017787189996,89,77,12
245,v_5,3.0027316724508823,27.70912203745822,3.178995670338454,75856.54417551939,0.5224572742823899,376,443,67
246,v_6,4.18456626861081,24.954913162061985,13.60999281950864,117379.82517227199,0.7482658797125845,146,142,4
247,v_7,2.7392060997173204,28.191023176741997,21.146197654778376,68016.41517061944,0.5582077917100705,424,396,28
248,v_8,2.816435411689888,25.90230666869087,3.6558801264723906,76113.32552240998,0.5326588001054441,374,433,59
249,v_9,4.751940726386728,21.368186309189614,13.934167415780717,155669.0131236457,0.901899524406089,14,13,1
250,v_0,2.555398786515859,25.419009473783582,22.234521705877274,70371.9963100919,0.5682932218545448,408,386,22
251,v_1,4.419683443584349,26.587833667107173,25.62667389539426,116360.96871740636,0.7539616318611666,154,133,21
252,v_2,2.7490040265775577,24.894249636431404,29.642372231902762,77299.37906300668,0.5992445174745187,370,343,27
253,v_3,4.83217801905984,20.394268113685058,27.832201205054307,165856.9210153435,0.952838986883578,4,3,1
254,v_4,2.5417260353820006,25.679452305526294,1.9844333789881663,69285.46831608655,0.45838806670880405,415,492,77
255,v_5,4.09226080174052,22.973490073725507,29.160689109795666,124691.07705149923,0.7886497255346164,111,91,20
256,v_6,4.832799467340302,24.742142166574638,25.491932557517043,136728.93565425073,0.8353739973278811,59,42,17
257,v_7,2.957301419729767,28.289154741506774,18.291826475979537,73177.12557916548,0.576746847814618,389,372,17
258,v_8,2.6900265118631093,21.20566885777279,21.19237450046605,88798.17181992772,0.6413643043532915,301,281,20
259,v_9,3.0196248913041988,27.247667715287616,10.1434197970877,77575.25718816362,0.5821352484871132,365,368,3
